"","score","protein1","protein2"
"52101",0.903,"ARL6IP1","RPS27L"
"52102",0.948,"ARL6IP1","RPS24"
"52103",0.947,"ARL6IP1","RPL11"
"52104",0.923,"ARL6IP1","TUFM"
"52105",0.966,"ARL6IP1","RPS21"
"52106",0.929,"ARL6IP1","RPL18"
"52107",0.94,"ARL6IP1","RPL9"
"52108",0.946,"ARL6IP1","RPL37A"
"52109",0.95,"ARL6IP1","RPL24"
"52110",0.955,"ARL6IP1","RPS8"
"52111",0.951,"ARL6IP1","RPS2"
"52112",0.963,"ARL6IP1","RPS15"
"52113",0.954,"ARL6IP1","RPS6"
"52114",0.907,"ARL6IP1","UBA52"
"52115",0.938,"ARL6IP1","RPS25"
"52116",0.945,"ARL6IP1","RPL23A"
"52117",0.943,"ARL6IP1","RPS20"
"52118",0.921,"ARL6IP1","RPL4"
"52119",0.955,"ARL6IP1","RPS7"
"52120",0.959,"ARL6IP1","RPS28"
"52121",0.945,"ARL6IP1","RPS5"
"52122",0.949,"ARL6IP1","RPL30"
"52123",0.935,"ARL6IP1","RPS17"
"52124",0.959,"RBKS","TKTL1"
"52125",0.956,"PRPS1","RBKS"
"52126",0.956,"PGM2","RBKS"
"52127",0.967,"DERA","RBKS"
"52128",0.957,"PRPS2","RBKS"
"52129",0.964,"RBKS","TKT"
"52130",0.959,"PRPS1L1","RBKS"
"52131",0.967,"AVEN","BCL2L1"
"52132",0.991,"APAF1","AVEN"
"52133",0.952,"PLXNB1","SEMA4C"
"52134",0.996,"PLXNB2","SEMA4C"
"52135",0.95,"PLXNB3","SEMA4C"
"52136",0.994,"CALCOCO2","GABARAP"
"52137",0.959,"GABARAP","TP53INP2"
"52138",0.918,"GABARAP","TBC1D25"
"52139",0.983,"GABARAP","GABARAPL1"
"52140",0.999,"GABARAP","OPTN"
"52141",0.957,"ANK2","GABARAP"
"52142",0.968,"ATG13","GABARAP"
"52143",0.933,"GABARAP","PRKACG"
"52144",0.999,"BNIP3L","GABARAP"
"52145",0.934,"GABARAP","PRKACA"
"52146",0.996,"ATG4A","GABARAP"
"52147",0.999,"ATG4B","GABARAP"
"52148",0.994,"ATG5","GABARAP"
"52149",0.991,"ATG4D","GABARAP"
"52150",0.948,"CALR","GABARAP"
"52151",0.915,"CCPG1","GABARAP"
"52152",0.999,"BNIP3","GABARAP"
"52153",0.999,"FUNDC1","GABARAP"
"52154",0.966,"GABARAP","TBC1D15"
"52155",0.996,"GABARAP","ULK1"
"52156",0.989,"GABARAP","TAX1BP1"
"52157",0.934,"GABARAP","GPHN"
"52158",0.991,"BECN1","GABARAP"
"52159",0.993,"ATG4C","GABARAP"
"52160",0.989,"CD300C","GABARAP"
"52161",0.965,"GABARAP","PLEKHM1"
"52162",0.992,"BCL2L13","GABARAP"
"52163",0.997,"ATG12","GABARAP"
"52164",0.979,"ATG16L1","GABARAP"
"52165",0.951,"BECN2","GABARAP"
"52166",0.934,"GABARAP","PRKACB"
"52167",0.999,"GABARAP","SQSTM1"
"52168",0.999,"ATG7","GABARAP"
"52169",0.999,"GABARAP","NBR1"
"52170",0.92,"FKBP8","GABARAP"
"52171",0.999,"SEC23A","SEC31A"
"52172",0.937,"SEC16B","SEC23A"
"52173",0.961,"MIA3","SEC23A"
"52174",0.939,"SEC23A","TMED7"
"52175",0.949,"SEC23A","SEC23B"
"52176",0.96,"SAR1B","SEC23A"
"52177",0.937,"PEF1","SEC23A"
"52178",0.998,"SEC23A","SEC24C"
"52179",0.977,"SEC23A","SEC31B"
"52180",0.999,"SEC13","SEC23A"
"52181",0.988,"SEC16A","SEC23A"
"52182",0.993,"SEC22B","SEC23A"
"52183",0.995,"SAR1A","SEC23A"
"52184",0.957,"KLHL12","SEC23A"
"52185",0.999,"SEC23A","SEC24A"
"52186",0.999,"SEC23A","SEC24B"
"52187",0.999,"CCL20","CXCL11"
"52188",0.999,"CCL25","CXCL11"
"52189",0.999,"CXCL11","CXCL12"
"52190",0.999,"CCL8","CXCL11"
"52191",0.928,"CXCL1","CXCL11"
"52192",0.999,"CCL5","CXCL11"
"52193",0.928,"CCL19","CXCL11"
"52194",0.997,"CCL26","CXCL11"
"52195",0.917,"CCL4","CXCL11"
"52196",0.942,"CXCL11","CXCR2"
"52197",0.997,"CCL24","CXCL11"
"52198",0.997,"CXCL11","XCL1"
"52199",0.999,"CXCL11","CXCL2"
"52200",0.999,"CXCL11","CXCL9"
"52201",0.997,"CXCL11","CXCL14"
"52202",0.994,"CXCL11","CXCR4"
"52203",0.952,"CCR3","CXCL11"
"52204",0.999,"CXCL11","CXCR3"
"52205",0.932,"OPA3","TMEM126A"
"52206",0.906,"COP1","ETV5"
"52207",0.906,"DET1","ETV5"
"52208",0.953,"PRND","PRNP"
"52209",0.999,"MRPL36","MRPL4"
"52210",0.945,"MRPL4","RPS17"
"52211",0.95,"MRPL4","RPL30"
"52212",0.988,"MRPL18","MRPL4"
"52213",0.919,"GFM2","MRPL4"
"52214",0.91,"MRPL4","MRPS22"
"52215",0.931,"MRPL4","RPS5"
"52216",0.934,"MRPL4","RPS28"
"52217",0.945,"MRPL4","RPS7"
"52218",0.995,"MRPL4","MRPS18A"
"52219",0.93,"MRPL4","RPLP1"
"52220",0.918,"MRPL4","RPS20"
"52221",0.999,"MRPL21","MRPL4"
"52222",0.974,"MRPL4","RPL23A"
"52223",0.944,"MRPL4","RPS25"
"52224",0.953,"MRPL4","NDUFAB1"
"52225",0.998,"MRPL12","MRPL4"
"52226",0.944,"GTPBP6","MRPL4"
"52227",0.957,"MRPL4","RPS6"
"52228",0.923,"MRPL4","UBA52"
"52229",0.943,"HIBCH","MRPL4"
"52230",0.93,"MRPL4","RPS2"
"52231",0.974,"MRPL4","RPS15"
"52232",0.989,"MRPL4","MRPL50"
"52233",0.956,"MRPL4","RPS8"
"52234",0.998,"MRPL4","MRPS6"
"52235",0.942,"MRPL4","RPL37A"
"52236",0.95,"MRPL4","RPL24"
"52237",0.97,"MRPL4","RPL18"
"52238",0.97,"MRPL4","MRPS30"
"52239",0.95,"MRPL4","RPS21"
"52240",0.958,"MRPL35","MRPL4"
"52241",0.998,"MRPL4","MRPS12"
"52242",0.998,"MRPL4","TUFM"
"52243",0.973,"MRPL4","RPL11"
"52244",0.961,"MRPL4","RPS24"
"52245",0.989,"GADD45GIP1","MRPL4"
"52246",0.95,"DDX28","MRPL4"
"52247",0.999,"MRPL11","MRPL4"
"52248",0.953,"MRPL4","RPL36"
"52249",0.999,"MRPL2","MRPL4"
"52250",0.931,"MRPL14","MRPL4"
"52251",0.997,"MRPL4","MRPS11"
"52252",0.908,"MRPL4","MRTO4"
"52253",0.979,"MRPL4","MRPL57"
"52254",0.959,"MRPL4","MRPL55"
"52255",0.941,"MRPL4","RPL13"
"52256",0.958,"MRPL37","MRPL4"
"52257",0.964,"MRPL4","RPL15"
"52258",0.946,"MRPL4","RPS19"
"52259",0.995,"MRPL4","RPL23"
"52260",0.999,"MRPL4","MRPS16"
"52261",0.988,"MRPL4","MRPL45"
"52262",0.971,"MRPL4","RPL5"
"52263",0.995,"MRPL4","RPS18"
"52264",0.942,"MRPL4","MRPL54"
"52265",0.935,"MRPL4","RPL34"
"52266",0.934,"MRPL4","PPP1R26"
"52267",0.98,"MRPL4","MRRF"
"52268",0.995,"MRPL38","MRPL4"
"52269",0.936,"MRPL4","RPL38"
"52270",0.995,"DAP3","MRPL4"
"52271",0.999,"MRPL20","MRPL4"
"52272",0.998,"MRPL1","MRPL4"
"52273",0.986,"MALSU1","MRPL4"
"52274",0.986,"MRPL4","RPS9"
"52275",0.903,"C12orf65","MRPL4"
"52276",0.999,"MRPL22","MRPL4"
"52277",0.909,"EIF1AY","MRPL4"
"52278",0.974,"MRPL4","PDCD11"
"52279",0.992,"FAU","MRPL4"
"52280",0.998,"MRPL4","MRPL41"
"52281",0.998,"MRPL4","MRPL40"
"52282",0.994,"MRPL30","MRPL4"
"52283",0.998,"MRPL24","MRPL4"
"52284",0.938,"CUL7","MRPL4"
"52285",0.984,"MRPL28","MRPL4"
"52286",0.993,"MRPL4","MRPS2"
"52287",0.958,"MRPL4","RPS3A"
"52288",0.998,"MRPL23","MRPL4"
"52289",0.999,"MRPL19","MRPL4"
"52290",0.948,"MRPL4","RPL35A"
"52291",0.917,"MRPL4","RPL28"
"52292",0.952,"MRPL4","RPL31"
"52293",0.999,"MRPL4","MRPL9"
"52294",0.967,"MRPL4","MRPL52"
"52295",0.929,"MRPL4","TSFM"
"52296",0.998,"MRPL4","MRPL43"
"52297",0.95,"MRPL4","RPS26"
"52298",0.911,"EIF1AX","MRPL4"
"52299",0.997,"MRPL4","MRPS14"
"52300",0.999,"MRPL4","MRPL47"
"52301",0.998,"MRPL4","MRPS15"
"52302",0.953,"MRPL4","RPL21"
"52303",0.982,"MRPL4","MRPL48"
"52304",0.998,"MRPL4","MRPL46"
"52305",0.956,"MRPL4","MRPL42"
"52306",0.902,"BCL10","RNF181"
"52307",0.927,"GLB1","ST3GAL2"
"52308",0.901,"GLB1","HK1"
"52309",0.91,"B4GALNT1","GLB1"
"52310",0.932,"GBA2","GLB1"
"52311",0.959,"GLB1","HEXA"
"52312",0.929,"B4GALT1","GLB1"
"52313",0.999,"GLB1","NEU1"
"52314",0.976,"GBA","GLB1"
"52315",0.934,"GLB1","UGCG"
"52316",0.902,"AKR1B10","GLB1"
"52317",0.902,"G6PC2","GLB1"
"52318",0.919,"B4GALT2","GLB1"
"52319",0.987,"ELN","GLB1"
"52320",0.905,"B3GALT4","GLB1"
"52321",0.999,"CTSA","GLB1"
"52322",0.919,"GLB1","ST3GAL1"
"52323",0.995,"SGF29","YEATS2"
"52324",0.938,"POLE4","YEATS2"
"52325",0.991,"WDR5","YEATS2"
"52326",0.994,"KAT14","YEATS2"
"52327",0.994,"MBIP","YEATS2"
"52328",0.913,"TRRAP","YEATS2"
"52329",0.918,"TAF9","YEATS2"
"52330",0.983,"TADA2A","YEATS2"
"52331",0.961,"TADA2B","YEATS2"
"52332",0.993,"TADA3","YEATS2"
"52333",0.991,"DR1","YEATS2"
"52334",0.932,"POLE3","YEATS2"
"52335",0.992,"MYOZ2","TCAP"
"52336",0.987,"ACTN2","MYOZ2"
"52337",0.925,"LDB3","MYOZ2"
"52338",0.952,"CSRP3","MYOZ2"
"52339",0.92,"ESCO2","SMC1A"
"52340",0.903,"DSCC1","ESCO2"
"52341",0.998,"ESCO2","SMC3"
"52342",0.979,"APLF","CHFR"
"52343",0.999,"APLF","XRCC4"
"52344",0.919,"APLF","PARP1"
"52345",0.992,"APLF","APTX"
"52346",0.935,"APLF","LIG4"
"52347",0.992,"APLF","XRCC6"
"52348",0.999,"APLF","XRCC5"
"52349",0.905,"APLF","TDP1"
"52350",0.969,"APLF","LIG3"
"52351",0.908,"APLF","MACROH2A1"
"52352",0.971,"KLF11","SIN3A"
"52353",0.978,"EZR","SDC2"
"52354",0.972,"SDC2","TRAPPC4"
"52355",0.982,"SDC1","SDC2"
"52356",0.912,"RDX","SDC2"
"52357",0.912,"MSN","SDC2"
"52358",0.966,"CASK","SDC2"
"52359",0.959,"FN1","SDC2"
"52360",0.956,"SDC2","SDCBP"
"52361",0.984,"SDC2","SDC4"
"52362",0.999,"KIF5B","KLC3"
"52363",0.935,"KIF5B","TUBA1B"
"52364",0.999,"KIF5B","KLC2"
"52365",0.903,"KIF5B","MAPK9"
"52366",0.999,"KIF5B","KLC1"
"52367",0.905,"EML4","KIF5B"
"52368",0.925,"KIF5B","SYNE4"
"52369",0.97,"KIF5A","KIF5B"
"52370",0.911,"KIF5B","MAPK8"
"52371",0.959,"KIF5B","KIF5C"
"52372",0.916,"KIF5B","SNCA"
"52373",0.95,"KIF5B","TUBA1A"
"52374",0.91,"KIF5B","NEFL"
"52375",0.966,"KIF5B","SYBU"
"52376",0.918,"KIF5B","NEFH"
"52377",0.913,"ALK","KIF5B"
"52378",0.944,"KIF5B","TUBB2A"
"52379",0.932,"GSK3B","KIF5B"
"52380",0.945,"ASAH1","DEGS2"
"52381",0.944,"ACER3","DEGS2"
"52382",0.929,"DEGS2","UGT8"
"52383",0.904,"DEGS2","PLPP3"
"52384",0.926,"DEGS2","GBA2"
"52385",0.941,"DEGS2","SMPD1"
"52386",0.945,"ASAH2","DEGS2"
"52387",0.935,"DEGS2","ENPP7"
"52388",0.967,"CERS5","DEGS2"
"52389",0.954,"ACER2","DEGS2"
"52390",0.945,"DEGS2","SPHK1"
"52391",0.943,"DEGS2","SGMS1"
"52392",0.951,"DEGS2","SMPD4"
"52393",0.945,"DEGS2","SPHK2"
"52394",0.967,"DEGS2","KDSR"
"52395",0.968,"CERS6","DEGS2"
"52396",0.904,"DEGS1","DEGS2"
"52397",0.918,"DEGS2","GBA"
"52398",0.94,"DEGS2","SGPP2"
"52399",0.949,"DEGS2","SGMS2"
"52400",0.91,"DEGS2","PLPP2"
"52401",0.961,"DEGS2","UGCG"
"52402",0.925,"CTNND2","PDZD2"
"52403",0.912,"CTNND2","TCF7L2"
"52404",0.904,"CTNND2","TCF7"
"52405",0.991,"CTNND2","PSEN1"
"52406",0.945,"CTNND2","ZBTB33"
"52407",0.952,"DONSON","POLD2"
"52408",0.928,"DONSON","PRIM1"
"52409",0.938,"DONSON","POLD1"
"52410",0.938,"DONSON","POLA1"
"52411",0.909,"DONSON","RPA2"
"52412",0.907,"DONSON","RPA4"
"52413",0.951,"DONSON","GART"
"52414",0.97,"DONSON","PRIM2"
"52415",0.909,"CD44","LAMB2"
"52416",0.911,"LAMA3","LAMB2"
"52417",0.946,"LAMB2","LAMC3"
"52418",0.977,"LAMA2","LAMB2"
"52419",0.92,"PATE1","PATE3"
"52420",0.91,"NCBP2","RAMAC"
"52421",0.998,"RAMAC","RNMT"
"52422",0.916,"EIF4E","RAMAC"
"52423",0.903,"NCBP1","RAMAC"
"52424",0.91,"NCBP3","RAMAC"
"52425",0.921,"H3C8","ING2"
"52426",0.972,"ING2","SUDS3"
"52427",0.986,"ARID4A","ING2"
"52428",0.922,"H3C11","ING2"
"52429",0.921,"H3C15","ING2"
"52430",0.923,"H3C7","ING2"
"52431",0.924,"H3C14","ING2"
"52432",0.988,"HDAC2","ING2"
"52433",0.922,"H3C2","ING2"
"52434",0.921,"H3C10","ING2"
"52435",0.901,"ING2","NFYA"
"52436",0.921,"H3C4","ING2"
"52437",0.992,"H3-5","ING2"
"52438",0.923,"H3C1","ING2"
"52439",0.904,"ING2","NFYC"
"52440",0.95,"H3C3","ING2"
"52441",0.953,"ING2","RBBP7"
"52442",0.943,"ING2","RBBP4"
"52443",0.999,"ING2","SIN3A"
"52444",0.972,"ING2","MORF4L1"
"52445",0.93,"ING2","SAP130"
"52446",0.992,"H3C12","ING2"
"52447",0.924,"H3-3A","ING2"
"52448",0.992,"H3C13","ING2"
"52449",0.952,"ING2","SIN3B"
"52450",0.988,"ING2","SINHCAF"
"52451",0.95,"H3C6","ING2"
"52452",0.99,"HDAC1","ING2"
"52453",0.994,"H3-4","ING2"
"52454",0.992,"H3-2","ING2"
"52455",0.932,"ING2","PHF12"
"52456",0.978,"BRMS1","ING2"
"52457",0.935,"ASL","AZIN2"
"52458",0.902,"ASL","FH"
"52459",0.961,"ADSL","ASL"
"52460",0.999,"ASL","ASS1"
"52461",0.99,"ASL","OAT"
"52462",0.974,"ARG1","ASL"
"52463",0.954,"ASL","NOS2"
"52464",0.903,"ASL","MDH2"
"52465",0.956,"ASL","NOS1"
"52466",0.919,"AHSP","ALAS2"
"52467",0.992,"AHSP","HBD"
"52468",0.902,"AHSP","HBG2"
"52469",0.955,"AHSP","HBB"
"52470",0.989,"AHSP","HBA1"
"52471",0.999,"AHSP","EPB42"
"52472",0.907,"AHSP","HBG1"
"52473",0.907,"BPTF","H3C7"
"52474",0.925,"BPTF","CECR2"
"52475",0.911,"BPTF","H3C14"
"52476",0.907,"BPTF","H3C8"
"52477",0.99,"BPTF","C17orf49"
"52478",0.907,"BPTF","H3C11"
"52479",0.907,"BPTF","H3C15"
"52480",0.999,"BPTF","SMARCA1"
"52481",0.918,"BPTF","RSF1"
"52482",0.907,"BPTF","H3C4"
"52483",0.995,"BPTF","H3-5"
"52484",0.959,"BPTF","H3C1"
"52485",0.907,"BPTF","H3C2"
"52486",0.907,"BPTF","H3C10"
"52487",0.949,"BPTF","H3C3"
"52488",0.996,"BPTF","RBBP4"
"52489",0.968,"BPTF","RBBP7"
"52490",0.997,"BPTF","H3-4"
"52491",0.95,"BPTF","H3C6"
"52492",0.995,"BPTF","H3-2"
"52493",0.996,"BPTF","H3C12"
"52494",0.909,"BPTF","H3-3A"
"52495",0.997,"BPTF","H3C13"
"52496",0.935,"BAZ1A","BPTF"
"52497",0.906,"LCMT2","TYW3"
"52498",0.96,"LCMT2","TYW5"
"52499",0.919,"LCMT2","TRMT12"
"52500",0.908,"EIF2AK3","PSEN2"
"52501",0.999,"EIF2AK3","HSPA5"
"52502",0.978,"ATF6","EIF2AK3"
"52503",0.992,"ATF4","EIF2AK3"
"52504",0.923,"EIF2AK3","IKBKG"
"52505",0.913,"EIF2AK3","IFIT1"
"52506",0.905,"EIF2AK3","IFIT1B"
"52507",0.977,"EIF2AK3","NFE2L2"
"52508",0.942,"EIF2AK3","PSEN1"
"52509",0.918,"EIF2AK3","IKBKB"
"52510",0.919,"CHUK","EIF2AK3"
"52511",0.984,"PDHB","PDK1"
"52512",0.959,"PC","PDHB"
"52513",0.913,"ATP5F1C","PDHB"
"52514",0.966,"PDHB","PKLR"
"52515",0.913,"ALDOB","PDHB"
"52516",0.944,"PDHB","PDP2"
"52517",0.95,"ME3","PDHB"
"52518",0.915,"PDHB","PDP1"
"52519",0.961,"PDHB","PDK3"
"52520",0.941,"CS","PDHB"
"52521",0.947,"OGDH","PDHB"
"52522",0.93,"ALDOA","PDHB"
"52523",0.942,"LDHC","PDHB"
"52524",0.921,"ALDOC","PDHB"
"52525",0.983,"PDHB","PKM"
"52526",0.974,"PDHB","PDK2"
"52527",0.961,"LDHA","PDHB"
"52528",0.981,"GPI","PDHB"
"52529",0.957,"DBT","PDHB"
"52530",0.974,"DLST","PDHB"
"52531",0.951,"ME1","PDHB"
"52532",0.948,"ME2","PDHB"
"52533",0.979,"PDHB","TALDO1"
"52534",0.913,"PDHB","TKT"
"52535",0.921,"PDHB","SUCLA2"
"52536",0.999,"PDHA1","PDHB"
"52537",0.946,"GNAI2","P2RY12"
"52538",0.915,"GNAI1","P2RY12"
"52539",0.901,"P2RY12","P2RY13"
"52540",0.912,"CYP2C19","P2RY12"
"52541",0.905,"GNAI3","P2RY12"
"52542",0.935,"MLXIPL","TBL2"
"52543",0.931,"BCL7B","TBL2"
"52544",0.95,"IRF2BP1","IRF2BP2"
"52545",0.958,"IRF2","IRF2BP1"
"52546",0.932,"PRKAG3","RPTOR"
"52547",0.973,"ATG101","RPTOR"
"52548",0.999,"LAMTOR4","RPTOR"
"52549",0.975,"EFNA5","RPTOR"
"52550",0.999,"AKT1S1","RPTOR"
"52551",0.999,"RPTOR","RRAGA"
"52552",0.953,"ATG13","RPTOR"
"52553",0.996,"LAMP1","RPTOR"
"52554",0.942,"IGBP1","RPTOR"
"52555",0.976,"AKT2","RPTOR"
"52556",0.988,"LAMTOR2","RPTOR"
"52557",0.98,"EIF4EBP2","RPTOR"
"52558",0.996,"AKT1","RPTOR"
"52559",0.939,"PRKAG1","RPTOR"
"52560",0.999,"MTOR","RPTOR"
"52561",0.999,"FKBP1A","RPTOR"
"52562",0.999,"RPTOR","RRAGC"
"52563",0.94,"PRR5L","RPTOR"
"52564",0.965,"PRKAA1","RPTOR"
"52565",0.959,"AKT3","RPTOR"
"52566",0.995,"FKBP8","RPTOR"
"52567",0.939,"RPTOR","SQSTM1"
"52568",0.949,"EIF4E","RPTOR"
"52569",0.999,"RPTOR","TTI1"
"52570",0.996,"RPTOR","UBAP2L"
"52571",0.999,"RPTOR","RRAGD"
"52572",0.947,"PRKAB1","RPTOR"
"52573",0.959,"RPTOR","TFEB"
"52574",0.993,"RPS6KB2","RPTOR"
"52575",0.996,"RPTOR","ULK1"
"52576",0.985,"PRR5","RPTOR"
"52577",0.966,"RPTOR","ULK2"
"52578",0.999,"LAMTOR3","RPTOR"
"52579",0.999,"MLST8","RPTOR"
"52580",0.999,"EIF4EBP1","RPTOR"
"52581",0.973,"PRKAA2","RPTOR"
"52582",0.956,"RPTOR","SMG1"
"52583",0.939,"MYL1","TNNI3"
"52584",0.979,"MYL1","MYL12B"
"52585",0.907,"ACTN2","MYL1"
"52586",0.922,"ACTN3","MYL1"
"52587",0.91,"MYH11","MYL1"
"52588",0.973,"MYH13","MYL1"
"52589",0.943,"MYL1","TPM1"
"52590",0.961,"MYH8","MYL1"
"52591",0.957,"MYH6","MYL1"
"52592",0.951,"MYL1","TNNC2"
"52593",0.977,"MYL1","TNNT3"
"52594",0.998,"MYH7","MYL1"
"52595",0.975,"MYL1","TNNI1"
"52596",0.921,"MYH10","MYL1"
"52597",0.973,"MYL1","NEB"
"52598",0.994,"MYH2","MYL1"
"52599",0.938,"MYL1","MYL12A"
"52600",0.973,"MYL1","TNNI2"
"52601",0.949,"MYL1","TNNT1"
"52602",0.995,"MYL1","MYLPF"
"52603",0.964,"ACTA1","MYL1"
"52604",0.965,"MYL1","TTN"
"52605",0.957,"MYH3","MYL1"
"52606",0.933,"MYL1","TPM3"
"52607",0.917,"MYL1","TNNT2"
"52608",0.901,"CSRP3","MYL1"
"52609",0.928,"MYL1","TPM2"
"52610",0.956,"CLSPN","MCM7"
"52611",0.944,"MCM7","POLA1"
"52612",0.999,"GINS3","MCM7"
"52613",0.999,"CDC45","MCM7"
"52614",0.996,"MCM7","WDHD1"
"52615",0.985,"MCM7","PCNA"
"52616",0.926,"ELOC","MCM7"
"52617",0.919,"MCM7","PRIM1"
"52618",0.999,"MCM3","MCM7"
"52619",0.995,"MCM7","ORC4"
"52620",0.937,"MCM7","RFC3"
"52621",0.999,"CDC7","MCM7"
"52622",0.906,"CHEK1","MCM7"
"52623",0.934,"MCM7","PRIM2"
"52624",0.902,"CUL2","MCM7"
"52625",0.978,"ATRIP","MCM7"
"52626",0.947,"CCNA2","MCM7"
"52627",0.997,"MCM7","MCM8"
"52628",0.997,"MCM7","ORC1"
"52629",0.939,"MCM7","RFC5"
"52630",0.986,"MCM7","POLE"
"52631",0.906,"MCM7","RFC4"
"52632",0.997,"MCM7","MCM9"
"52633",0.996,"MCM7","TIMELESS"
"52634",0.999,"MCM10","MCM7"
"52635",0.996,"MCM7","MCMBP"
"52636",0.922,"CAV1","CAVIN3"
"52637",0.979,"CHST14","ZNF469"
"52638",0.937,"FEM1B","KLHDC10"
"52639",0.994,"CUL2","FEM1B"
"52640",0.93,"FEM1B","KLHDC3"
"52641",0.912,"FEM1B","FNIP1"
"52642",0.914,"FEM1B","PRAME"
"52643",0.924,"ELOC","FEM1B"
"52644",0.901,"ASB4","FEM1B"
"52645",0.956,"DDIT4","HUWE1"
"52646",0.991,"DDIT4","TXNIP"
"52647",0.938,"DDIT4","TBC1D7"
"52648",0.905,"HOXC10","TBX4"
"52649",0.934,"HCN1","HCN3"
"52650",0.982,"MLLT10","MLLT6"
"52651",0.985,"AFF1","MLLT10"
"52652",0.922,"MLLT10","PICALM"
"52653",0.999,"DOT1L","MLLT10"
"52654",0.996,"MLLT10","MLLT3"
"52655",0.944,"MGAT2","MGAT4D"
"52656",0.968,"MGAT2","MGAT4B"
"52657",0.943,"MGAT1","MGAT2"
"52658",0.968,"FUT8","MGAT2"
"52659",0.971,"MAN2A2","MGAT2"
"52660",0.97,"MGAT2","MGAT3"
"52661",0.968,"ARNT","ARNT2"
"52662",0.979,"ARNT2","SIM1"
"52663",0.998,"ARNT2","NPAS4"
"52664",0.977,"ARNT2","HIF3A"
"52665",0.999,"ARNT2","HIF1A"
"52666",0.985,"UBC","WDR48"
"52667",0.999,"USP46","WDR48"
"52668",0.999,"WDR20","WDR48"
"52669",0.998,"FANCI","WDR48"
"52670",0.957,"FANCL","WDR48"
"52671",0.96,"UBB","WDR48"
"52672",0.999,"USP1","WDR48"
"52673",0.949,"UBA52","WDR48"
"52674",0.973,"ATAD5","WDR48"
"52675",0.902,"CALB2","NPY"
"52676",0.913,"MRC1","MRC2"
"52677",0.917,"CPPED1","CST2"
"52678",0.992,"IARS2","QARS1"
"52679",0.922,"QARS1","RPL23A"
"52680",0.999,"LARS1","QARS1"
"52681",0.999,"KARS1","QARS1"
"52682",0.91,"QARS1","RPS24"
"52683",0.91,"QARS1","VARS1"
"52684",0.98,"QARS1","QRSL1"
"52685",0.904,"QARS1","RPS18"
"52686",0.915,"QARS1","RPL5"
"52687",0.96,"GATC","QARS1"
"52688",0.921,"QARS1","RPL23"
"52689",0.959,"QARS1","YARS1"
"52690",0.999,"EPRS1","QARS1"
"52691",0.908,"QARS1","RPL38"
"52692",0.999,"IARS1","QARS1"
"52693",0.999,"QARS1","RARS2"
"52694",0.996,"EEF1E1","QARS1"
"52695",0.991,"FAU","QARS1"
"52696",0.999,"AIMP1","QARS1"
"52697",0.981,"PARS2","QARS1"
"52698",0.991,"LARS2","QARS1"
"52699",0.906,"QARS1","YARS2"
"52700",0.918,"QARS1","TARS3"
"52701",0.925,"GARS1","QARS1"
"52702",0.91,"QARS1","RPL21"
"52703",0.902,"AGAP1","ARF1"
"52704",0.943,"EIPR1","VPS50"
"52705",0.998,"VPS50","VPS52"
"52706",0.999,"VPS50","VPS53"
"52707",0.908,"CANT1","PKLR"
"52708",0.929,"CANT1","ENTPD5"
"52709",0.92,"CANT1","RRM2"
"52710",0.942,"CANT1","ENTPD6"
"52711",0.915,"CANT1","ENPP1"
"52712",0.937,"CANT1","ENTPD8"
"52713",0.92,"CANT1","ITPA"
"52714",0.903,"ADSS1","CANT1"
"52715",0.904,"CANT1","ENTPD4"
"52716",0.925,"ADSS2","CANT1"
"52717",0.925,"CANT1","ENTPD1"
"52718",0.917,"AMPD2","CANT1"
"52719",0.907,"CANT1","GMPS"
"52720",0.92,"CANT1","UCK1"
"52721",0.912,"CANT1","ENPP3"
"52722",0.903,"CANT1","PKM"
"52723",0.915,"AMPD3","CANT1"
"52724",0.911,"APRT","CANT1"
"52725",0.906,"CANT1","IMPDH1"
"52726",0.915,"AMPD1","CANT1"
"52727",0.92,"CANT1","UCKL1"
"52728",0.911,"CANT1","UCK2"
"52729",0.917,"TADA3","TAF7"
"52730",0.982,"MBIP","TADA3"
"52731",0.99,"KAT14","TADA3"
"52732",0.999,"TADA3","TAF9"
"52733",0.999,"TADA2A","TADA3"
"52734",0.999,"TADA3","TAF6"
"52735",0.999,"TADA3","TRRAP"
"52736",0.998,"ENY2","TADA3"
"52737",0.999,"SGF29","TADA3"
"52738",0.999,"SUPT20H","TADA3"
"52739",0.915,"TADA3","TAF2"
"52740",0.972,"TADA3","WDR5"
"52741",0.997,"TADA3","TAF5"
"52742",0.994,"SUPT7L","TADA3"
"52743",0.999,"SUPT3H","TADA3"
"52744",0.998,"TADA1","TADA3"
"52745",0.996,"ATXN7L3","TADA3"
"52746",0.998,"TADA3","TAF9B"
"52747",0.999,"TADA2B","TADA3"
"52748",0.981,"DR1","TADA3"
"52749",0.992,"ACOX2","HSD17B4"
"52750",0.913,"ACOX2","SCP2"
"52751",0.949,"ACAA1","ACOX2"
"52752",0.938,"ACOX2","ECI2"
"52753",0.903,"ACOX2","PEX5"
"52754",0.943,"ACOX2","ACOX3"
"52755",0.975,"ACOX2","AMACR"
"52756",0.983,"CBX3","H1-4"
"52757",0.929,"H1-4","H4C1"
"52758",0.946,"H1-4","H4C13"
"52759",0.915,"H1-4","H3C11"
"52760",0.925,"H1-4","H4C12"
"52761",0.931,"H1-4","H3C1"
